#,phrase,label,sentiment
2968,réussir convaincr ami faire soirer barbecue,3,joie
2969,remporter concours cuisine recette spécial,3,joie
2970,décrocher billet assister spectacle artiste préférer,3,joie
2971,oh réussir résoudre énigme complexe jeu vidéo préférer,3,joie
2972,terminer rénover maison,3,joie
2973,réussir convaincr ami partir road trip,3,joie
2974,grand satisfaction,3,joie
2975,impatier,3,joie
2976,être accepter meilleur université pay,3,joie
2977,ange,3,joie
2978,sens bien peau,3,joie
2979,combler,3,joie
2980,soulager plein joie,3,joie
2981,excité commencer,3,joie
2982,passion reconnaître,3,joie
2983,réaction inestimable,3,joie
2984,sensation liberté nuage,3,joie
2985,joie contagieux,3,joie
2986,sens invincible,3,joie
2987,dur labeur finalement reconnaître,3,joie
2988,vivre expérience incroyable,3,joie
2989,fier réalisation,3,joie
2990,aventure inoubliable attendre,3,joie
2991,pouvoir consacrer vraiment heureux,3,joie
2992,combler droit sortir cont fer,3,joie
2993,fier compétence soulagement,3,joie
2994,travail acharné valoir ange,3,joie
2995,excité monter scène,3,joie
2996,énergie passion être remplir joie,3,joie
2997,fier grand réussite,3,joie
2998,déguisement fou rire ange,3,joie
2999,enthousiaste commencer nouveau aventure,3,joie
3000,reconnaissance remplir bonheur,3,joie
3001,sens libre victoire personnel,3,joie
3002,prêt vivre nouveau expérience,3,joie
3003,opportunité unique découvrir nouveau excité,3,joie
3004,sens soulager plein sentiment joie intense,3,joie
3005,nouveau étape vie prêt conquérir monde,3,joie
3006,paysage remplir,3,joie
3007,sentiment fierter vrai bricoleur,3,joie
3008,sensation heureux gamin,3,joie
3009,bon nourriture combler joi,3,joie
3010,vrai mettre extase,3,joie
3011,prêt danser nuit,3,joie
3012,applaudissement roi gamer,3,joie
3013,fierter travail heureux nouveau espace,3,joie
3014,prêt créer souvenir inoubliable,3,joie
3015,combler mieux vie,3,joie
3016,rencontrer battre,3,joie
3017,joie immense voir proche sourir bon,3,joie
3018,réaliser rêv,3,joie
3019,heureux famille aimant soutenir,3,joie
3020,rien gâcher simplement heureux,3,joie
3021,plein gratitude petit chose rendre heureux,3,joie
3022,combler accomplir chose,3,joie
3023,sentir vraiment bénir merveilleux ami,3,joie
3024,cœur remplir trouver équilibr paix,3,joie
3025,heureux trouver passion pouvoir poursuivre,3,joie
3026,état bonheur demander,3,joie
3027,satisfaction réaliser objectif sentir,3,joie
3028,heureux pouvoir voyager découvrir nouveau,3,joie
3029,bonheur résider moment simple passer personne,3,joie
3030,combler bonheur fois voir sourir visage,3,joie
3031,heureux apprendre apprécier petit plaisir,3,joie
3032,état bonheur savour instant,3,joie
3033,heureux voir effort porter fruit connaître,3,joie
3034,remplir trouver place,3,joie
3035,heureux,3,joie
3036,rien éclipser joie rayonn,3,joie
3037,combler bonheur voir proche réussir,3,joie
3038,bonheur résider relation authentique moment,3,joie
3039,heureux apprendre vivre moment présent profiter,3,joie
3040,état bonheur vie remplie moment,3,joie
3041,heureux trouver voie pouvoir exercer métier,3,joie
3042,combler joi fois aider faire bon,3,joie
3043,heureux voir progrès personnel devenir meilleur version,3,joie
3044,rien assombrir joie résolumer,3,joie
3045,heureux passion briller,3,joie
3046,bonheur résider moment connexion profond,3,joie
3047,état bonheur vie cadeau,3,joie
3048,combler trouver travail,3,joie
3049,heureux apprendre lâcher prise accepter,3,joie
3050,état bonheur sen harmonie mond,3,joie
3051,heureux moment solitud ressourcer connecter véritable,3,joie
3052,bonheur résider aventure spontaner découvrir,3,joie
3053,combler joi fois exprimer,3,joie
3054,heureux voir effort porter fruit réaliser,3,joie
3055,état bonheur reconnaître opportunité présenter,3,joie
3056,heureux moment rir légèreté,3,joie
3057,bonheur résider simplicité vi gratitud,3,joie
3058,combler bonheur foi donner recevoir,3,joie
3059,heureux apprendre cultiver attitude positif voir meilleur,3,joie
3060,état bonheur paix mond,3,joie
3061,heureux moment détent repos recharger,3,joie
3062,bonheur résider souvenir précieux créer famill,3,joie
3063,combler joi fois aider réaliser,3,joie
3064,heureux voir propre croissance personnel capacité surmonter,3,joie
3065,absolument passer merveill vie,3,joie
3066,combler bonheur dérouler,3,joie
3067,état béatitud,3,joie
3068,vis moment pur,3,joie
3069,rien état ravissement,3,joie
3070,félicité instant savour,3,joie
3071,oh comblé dérouler magique,3,joie
3072,euphorie moment pur,3,joie
3073,extase état béatitude,3,joie
3074,ravi émotion,3,joie
3075,comblé aspect vie remplir,3,joie
3076,béatitude demander,3,joie
3077,cœur débord état ravissement,3,joie
3078,extase remplir,3,joie
3079,oh combler instant pur,3,joie
3080,état ravissement jour,3,joie
3081,félicité état,3,joie
3082,ravi perdre,3,joie
3083,béatitude petit chose remplir,3,joie
3084,bonheur immense sen transporter état ravissement,3,joie
3085,combler instant ravissement,3,joie
3086,état béatitude source joi,3,joie
3087,extase état ravissement pur,3,joie
3088,félicité expérience enchantement,3,joie
3089,oh combler jour aventure,3,joie
3090,état ravissement vis source,3,joie
3091,béatitude état,3,joie
3092,ravi danser,3,joie
3093,extase moment explosion,3,joie
3094,cœur remplir profondément reconnaître vie,3,joie
3095,combler petit chose sourir,3,joie
3096,état béatitude incroyablemer,3,joie
3097,extase état ravissement pur,3,joie
3098,félicité instant source bonheur,3,joie
3099,oh combler jour symphonie,3,joie
3100,état ravissement vis,3,joie
3101,béatitude état dépasse,3,joie
3102,ravi voler,3,joie
3103,état ravissement expérience révélation,3,joie
3104,cœur déborder profondément émouvoir beauté,3,joie
3105,combler petit chose remplir,3,joie
3106,état béatitude instant caresse,3,joie
3107,extase état ravissement intense,3,joie
3108,félicité jour danse,3,joie
3109,oh combler second explosion,3,joie
3110,état ravissement,3,joie
3111,béatitude état profond,3,joie
3112,ravi perdre remplir,3,joie
3113,état ravissement petit chose remplir joie,3,joie
3114,bonheur vif sens transporter état ravissement,3,joie
3115,complètement émerveiller beauté nature,3,joie
3116,cœur rayonn bonheur magnifique coucher,3,joie
3117,émerveiller grandeur majestuosité édifice,3,joie
3118,journée merveilleux sens rayonner joie,3,joie
3119,esprit émerveiller découverte,3,joie
3120,complètement captiver œuvre rayonn,3,joie
3121,regarder étoile sentir émerveiller,3,joie
3122,sens rayonner bonheur partage moment complicité,3,joie
3123,fois âme mélodie,3,joie
3124,esprit émerveiller diversité culturel rencontre,3,joie
3125,rayonner gratitude petit chose apporter joie,3,joie
3126,contempl beauté paysag sen émerveiller grandeur,3,joie
3127,sens rayonner confiance réussir surmonter peur relever,3,joie
3128,fois promèn forêt cœur beauté flor,3,joie
3129,émerveillé générosité personne amour soutien inconditionnel rayonner,3,joie
3130,lis livre esprit idée connaissance,3,joie
3131,sens rayonnant fierter voir progrè réaliser vie personnel,3,joie
3132,fois goûter plat émerveiller saveur danser,3,joie
3133,émerveiller beauter manifester relation,3,joie
3134,sens rayonner bonheur pratique activité créatif véritable,3,joie
3135,médite connect esprit paix sérénité,3,joie
3136,émerveiller force résilience preuve face obstacle défaire,3,joie
3137,sens rayonnant positif partage passion enthousiasme,3,joie
3138,fois contempler cœur créativité talent,3,joie
3139,émerveiller beauter petit chose simple cher oiseal parfum,3,joie
3140,sens rayonner joie bon action apporter bonheur,3,joie
3141,pratique activité plein esprit beauté nature,3,joie
3142,émerveiller puissance penser intention créer miracle,3,joie
3143,sens rayonnant donne recevoir geste gentillesse,3,joie
3144,fois découvrir nouveau connaissance esprit potentiel infini développemer,3,joie
3145,émerveiller magie créativité permettre voir monde angle,3,joie
3146,sens rayonner bonheur laisser emporter musiqu fluiditer,3,joie
3147,pratique cœur richesse,3,joie
3148,émerveiller puissance inconditionnel transformer vie,3,joie
3149,sens rayonner vitalité prend soin corps esprit habitude saine,3,joie
3150,fois contempl magnifique paysage esprit puissance beauté,3,joie
3151,émerveiller force connexion ressen profond harmonie empathi,3,joie
3152,sens rayonner paix intérieur pratique méditation alignement,3,joie
3153,prend temp ralentir moment esprit simplicité beauté,3,joie
3154,émerveiller puissance évoquer émotion profonder faire vibrer,3,joie
3155,sens rayonner gratitude leçon vie permettre grandir,3,joie
3156,fois regarder magnifique lever cœur promesse nouveau journée remplie,3,joie
3157,émerveiller diversité beauté culture rappeler richess,3,joie
3158,sens rayonner témoin créativité taler nourrir propre,3,joie
3159,contemple voûte céleste étoile esprit propre,3,joie
3160,émerveiller puissance compassion transformer souffrance amour,3,joie
3161,sens rayonner confiance reconnai propre talent capaciter,3,joie
3162,fois plonge entourer beauter cœur vie foisonn,3,joie
3163,émerveiller force transformer moment ordinaire expérience,3,joie
3164,sens rayonner vie possibilité émerveiller aventure représenter,3,joie
3165,enchanté journée déroul,3,joie
3166,sens pleinement accomplir remplir joie,3,joie
3167,enchantemer voir proche sourir comble,3,joie
3168,totalement satisfait vie demander,3,joie
3169,cœur enchanté moment bonheur vis,3,joie
3170,sentir profondément satisfait réalisation obstacle,3,joie
3171,enchantemer pouvoir réaliser rêve combler,3,joie
3172,pleinement satisfait paix,3,joie
3173,esprit enchanté bel rencontre expérience enrichissant,3,joie
3174,sens absolument satisfait chose dérouler vie,3,joie
3175,enchantemer voir projet concrétiser constater chemin,3,joie
3176,totalement satisfait carrièr épanoui,3,joie
3177,cœur enchanté reçoi,3,joie
3178,sens pleinement satisfait santé prend soin,3,joie
3179,enchantemer vivre présent petit plaisir,3,joie
3180,profondément satisfait capacité trouver bonheur situation,3,joie
3181,esprit enchanter nouveau découverte opportunité présenter,3,joie
3182,sens absolument satisfait nourrissant plein,3,joie
3183,enchantement vivre entourer personne comprendre,3,joie
3184,totalement satisfait choix permettre aligner,3,joie
3185,cœur enchanté moment paix sérénité trouve,3,joie
3186,sens pleinement satisfait capacité surmonter défaire grandir,3,joie
3187,enchantemer pouvoir voyager découvrir nouveau nourrir,3,joie
3188,profondément satisfait tranquillité trouver,3,joie
3189,esprit enchanté passion intérêt donner sentimer satisfaction,3,joie
3190,sens absolument satisfait capacité exprimer créativité,3,joie
3191,enchantemer voir effort récompenser savoir,3,joie
3192,totalement satisfait capacité trouver joie gratitude petit chose,3,joie
3193,cœur enchanté moment partager connexion,3,joie
3194,sens pleinement satisfait capacité prendre soin cultiver,3,joie
3195,enchantemer voir objectif réaliser sentir,3,joie
3196,profondément satisfait grandi,3,joie
3197,esprit enchanté moment calme réflexion procurer profond sentiment,3,joie
3198,sens absolument satisfait capacité embrasser changement,3,joie
3199,enchantement vivre entourer nature harmonie,3,joie
3200,totalement satisfait capacité présent savourer instant,3,joie
3201,cœur enchanter relation sincère authentique construire,3,joie
3202,sens pleinement satisfait capacité pardonner aller rancœur,3,joie
3203,enchantemer voir compétence développer devenir compétent,3,joie
3204,profondément satisfait capacité cultiver gratitude apprécier beauté,3,joie
3205,esprit enchanté opportunité croissance personnel développement,3,joie
3206,sens absolument satisfait capacité vivre propre valeur,3,joie
3207,enchantemer voir effort porter fruit constater résultat positif,3,joie
3208,totalement satisfait capacité mener vie prend soin facette,3,joie
3209,cœur enchanté moment rir joie partager,3,joie
3210,sens pleinement satisfait capacité écouter intuition chemin résonner,3,joie
3211,enchantemer pouvoir exprimer créativité contribution unique,3,joie
3212,profondément satisfait capacité apprendre grandir travers,3,joie
3213,esprit enchanté moment silence méditation permettre connecter véritable,3,joie
3214,sens absolument satisfait capacité inspirer influencer positivement grâce présence,3,joie
3215,plonger foi réussir économiser sort limite,4,neutre
3216,complet,4,neutre
3217,bonjour oui pleuvoir bien,4,neutre
3218,,4,neutre
3219,point déposer taxe,4,neutre
3220,oh buviez boisson table,4,neutre
3221,plupart temps beaucoup,4,neutre
3222,ooooh lol leslie ok refuser leslie fâcher,4,neutre
3223,heureux signifier temps,4,neutre
3224,canard poulet prendre beaucoup temps éclabousser,4,neutre
3225,pensai être heureux entendre,4,neutre
3226,sortant terrain,4,neutre
3227,éternellement,4,neutre
3228,baleine échouer journé,4,neutre
3229,tenir gymnastique pumer short adida chaussette noir chaussure heurtée fille,4,neutre
3230,téléphon,4,neutre
3231,mardi savoir,4,neutre
3232,grace wana fête steve malheureusement faire beaucoup ohh bien,4,neutre
3233,corps calif nord fille police retrouver reste fille disparaître nord californie,4,neutre
3234,cours travail,4,neutre
3235,regardant,4,neutre
3236,partie envoyer mauver message partie envoyer année mixte sophmore,4,neutre
3237,surévaluer,4,neutre
3238,entendre poser moscou retard,4,neutre
3239,sai chance,4,neutre
3240,jour b n savoir,4,neutre
3241,savoir vie être retourner pensai tête ramen,4,neutre
3242,do côter pleurer,4,neutre
3243,grand fan camiller bel,4,neutre
3244,semain temps long terme devoir faire réellement finir,4,neutre
3245,froid,4,neutre
3246,ehhh temps prendre tour moche demain,4,neutre
3247,haha cooooold devoir aller chose incroyable,4,neutre
3248,espérer grondement ventr disparaître bientôt,4,neutre
3249,agh neige,4,neutre
3250,manquer victoire n victoire consécutif,4,neutre
3251,suppose,4,neutre
3252,par matin,4,neutre
3253,trop coucher tête mal,4,neutre
3254,moche,4,neutre
3255,comprend vraiment,4,neutre
3256,héros saison,4,neutre
3257,vivre,4,neutre
3258,travailler dur,4,neutre
3259,prendre temps faire ther savourer,4,neutre
3260,obtenir sourcil douleur,4,neutre
3261,aucun star fantastique fonctionner hier,4,neutre
3262,oh venir application macheist numéro séri expresso bien avoir envoyer oh bien,4,neutre
3263,travailler,4,neutre
3264,sens mal faire,4,neutre
3265,détest veux méchant,4,neutre
3266,oui sprint baltimor chicago présent,4,neutre
3267,sérieux lol,4,neutre
3268,vent fou oiseau,4,neutre
3269,actuellement travail,4,neutre
3270,voir sit,4,neutre
3271,trop loin,4,neutre
3272,réaliser trop bon cacher trouver,4,neutre
3273,vérifier tasser,4,neutre
3274,télécharger nouveau album nin slip diable temps,4,neutre
3275,vien écrire devoir aller tôt devoir enseigner,4,neutre
3276,canal ennuyeux jour paresseux trouver,4,neutre
3277,dire ici sud français français bel,4,neutre
3278,activer bloc signifier vérifier régularisation horloge interne,4,neutre
3279,vouloir sortir,4,neutre
3280,entrevue cardiff souhaiter heure sommeil,4,neutre
3281,vraiment choisissent choisir accepter mort moment,4,neutre
3282,pouvoir faire semaine,4,neutre
3283,heure,4,neutre
3284,être,4,neutre
3285,veux lire bibliothèqu,4,neutre
3286,that people mag haha pouvai monter image jamais magazine haha,4,neutre
3287,totalement oublier soumettr photo,4,neutre
3288,bon chance pauler plaît travailler trop dur nouveau album xxx,4,neutre
3289,mardi utile accompagnateur,4,neutre
3290,endolorir,4,neutre
3291,ville maman appeler parer laisser passer enfant an pied,4,neutre
3292,restaurer appeler woodntap connaître tournoi touristique touristique plaçon,4,neutre
3293,salle bain,4,neutre
3294,californie,4,neutre
3295,officiellement,4,neutre
3296,traité définir,4,neutre
3297,sentir nu confus,4,neutre
3298,perdu lieu,4,neutre
3299,joint télécharge fichier shitload zip bais oui alicia,4,neutre
3300,truc netbal chose pouvon,4,neutre
3301,chaussette pauvre luvvvvv golden retriever veux soupir,4,neutre
3302,aaaaand nauser,4,neutre
3303,oooooooo non besoin,4,neutre
3304,tweeté presque afficher site bien,4,neutre
3305,souvenir bentley,4,neutre
3306,être tranquille être bon,4,neutre
3307,salle bain devoir faire,4,neutre
3308,arriver,4,neutre
3309,regarder tonnerre redouter demain,4,neutre
3310,non manqu,4,neutre
3311,chiefdelphi pann,4,neutre
3312,vouloir simplement mond savoir passer,4,neutre
3313,manque chose voir fille jour,4,neutre
3314,gooooood moooorniiiiiiing cage mieux bureau,4,neutre
3315,semaine être occuper dernier,4,neutre
3316,jour beaucoup dur jour voyon jour,4,neutre
3317,bouche souffr veux dormir temps prendre,4,neutre
3318,site girlyvu,4,neutre
3319,ordinateur portable arrivé,4,neutre
3320,réaction rien venir,4,neutre
3321,sentir médicament sen bien nuit suppose,4,neutre
3322,apprendre beaucoup mot nouveau trouver,4,neutre
3323,test testamer,4,neutre
3324,scratch in heif tum supporter poot,4,neutre
3325,dang paus printemp poindre trop devoir travailler semaine oh ttyl everbody,4,neutre
3326,demande jon perdu filet,4,neutre
3327,tid indique stock,4,neutre
3328,temps déplacer postérieure perdre articulation cribl drool natation,4,neutre
3329,rouleau pepperoni appeler rouleal sauciss rouleal pepperoni,4,neutre
3330,lundi,4,neutre
3331,temps canada gelé,4,neutre
3332,twiggasssssss porter,4,neutre
3333,venir changer valeur,4,neutre
3334,besoin copie visual studio,4,neutre
3335,vraiment mauver goût,4,neutre
3336,désolé comprend dernier commentaire,4,neutre
3337,rester retard hier soir,4,neutre
3338,,4,neutre
3339,arriver samedi briquet vert,4,neutre
3340,propo saveur parler personne jamais jamais,4,neutre
3341,chouette nuit hahaha fuseau horaire presqu ici,4,neutre
3342,lol terminer,4,neutre
3343,retard jeu,4,neutre
3344,réveillé rêve sombre cool temps regarder mur lumière,4,neutre
3345,négatif avoir perdre vote confiance,4,neutre
3346,maniérer prendre,4,neutre
3347,crépuscul venir doigt hier croiser,4,neutre
3348,omg mardi,4,neutre
3349,ummmmm,4,neutre
3350,iv oublier demande revoir,4,neutre
3351,coincer maison,4,neutre
3352,,4,neutre
3353,amuser,4,neutre
3354,veux groupe punk rock,4,neutre
3355,,4,neutre
3356,bien vouloir lustre lèvre préférer,4,neutre
3357,demi endormi éteint portable,4,neutre
3358,besoin,4,neutre
3359,tweet,4,neutre
3360,visage laisser allergique mènera école,4,neutre
3361,izzy regarder poursuivre,4,neutre
3362,effrayer,4,neutre
3363,prêt veux rentrer lit,4,neutre
3364,pain blé magasin dollar trop rage taxe tôt soir,4,neutre
3365,goonite,4,neutre
3366,vraiment trop christina,4,neutre
3367,ganglion lymphatique massif balle rahm emanuel moment,4,neutre
3368,manqu trompette,4,neutre
3369,gorge vraiment censé aller camp jour partir vendredi trop sûr,4,neutre
3370,travail,4,neutre
3371,,4,neutre
3372,tortue meilleur mac dure déplace vite,4,neutre
3373,agréable,4,neutre
3374,mort yu gettin wen im leavin,4,neutre
3375,part californie,4,neutre
3376,,4,neutre
3377,spectacle impliqu,4,neutre
3378,absolument,4,neutre
3379,froid,4,neutre
3380,porter tie,4,neutre
3381,wahh no csi regarder dormir goodnight tweeter,4,neutre
3382,plaît fait,4,neutre
3383,attend jeu simplement,4,neutre
3384,fonctionner moment,4,neutre
3385,dvrd apparemment réseau plat faudra lance,4,neutre
3386,mettre pied paupière manquante pouvoir,4,neutre
3387,souhait grenouille disparaître,4,neutre
3388,rentrer cross fatigué,4,neutre
3389,heai cassé matin tomber foo comprend maman disent sang,4,neutre
3390,bien mal do,4,neutre
3391,veux cuve réenregistrement présent,4,neutre
3392,vien chat minute,4,neutre
3393,perdu école préparatoire,4,neutre
3394,matin heure matin up loin voir cheval espéron twitter mieux porter hier parodie,4,neutre
3395,,4,neutre
3396,hâter essayer falloir attendre prochain tôt,4,neutre
3397,travailler tp hack serveur faire chose,4,neutre
3398,chevill chevill dr,4,neutre
3399,sûr monde ruiner cadeau whitney cellule sérieux faire,4,neutre
3400,myki vraiment,4,neutre
3401,mécontent écrire hit journer factur tire sommet,4,neutre
3402,désolé prend,4,neutre
3403,hmmm cupidité bon motiv faire enleve,4,neutre
3404,devoir veux mocha,4,neutre
3405,mère souhaiter bon chance,4,neutre
3406,sens mond souris disco,4,neutre
3407,,4,neutre
3408,joli tatouage simplement famille désapprouv,4,neutre
3409,bien bébé crier crèch nuit jour laisser boooo,4,neutre
3410,maison bébé occuper semaine venir fri journée froid gar chasse œuf spiral dmb asseoir nuit,4,neutre
3411,pensai devoir supposer,4,neutre
3412,murphy cillian chaud,4,neutre
3413,vien recevoir texte sarah,4,neutre
3414,jour train devinette tôt transformer navetteur,4,neutre
3415,jeu guerre moderne halo brutal bioshock besoin,4,neutre
3416,icône personnaliser regarder bien bord pouvoir carrer pouvoir mal fond diff,4,neutre
3417,veux,4,neutre
3418,option,4,neutre
3419,moment monstre calmar,4,neutre
3420,veux branch,4,neutre
3421,changement commander mac temps frapper,4,neutre
3422,statistique tweet réponser jrk,4,neutre
3423,super endroit gâterai,4,neutre
3424,suiveur soir,4,neutre
3425,sens twitterer,4,neutre
3426,bébé caroline nord rien brouillon nba,4,neutre
3427,leavin pied hu,4,neutre
3428,,4,neutre
3429,mèr papa lever heure trop tôt,4,neutre
3430,excellent vendre année,4,neutre
3431,mise donne rien faire,4,neutre
3432,tweet razr,4,neutre
3433,couche devoir réveiller tôt lendemain,4,neutre
3434,venir jouer mobbler ajout bon joue musiqu,4,neutre
3435,travail john muir dr,4,neutre
3436,sai savoir,4,neutre
3437,ramasser marché manger garçon temps travailler usc retard,4,neutre
3438,hahaha manière monde spectacle blagu,4,neutre
3439,vacciné contre vacciner confus propos tristesse,4,neutre
3440,type son bc cerise fraise ajouté watermellon yucky,4,neutre
3441,oh gee essayer,4,neutre
3442,contexte couvrir,4,neutre
3443,plainte facebook dérouter,4,neutre
3444,aller ihop idéal crêpe kung fu,4,neutre
3445,débattre devoir coucher dormir tard demain,4,neutre
3446,pouvoir vraiment yia yia anglais,4,neutre
3447,comp lol gratuit,4,neutre
3448,préparer nettoyer maison haut,4,neutre
3449,massage vien renverser cocer regarder simpson terminer dvd,4,neutre
3450,fanclub chat préférer,4,neutre
3451,mardi,4,neutre
3452,savai faire haha,4,neutre
3453,vien constater mère tante adoptif twitter mèr génial tun,4,neutre
3454,sai monter,4,neutre
3455,good morning pkoi beau bon coffee,4,neutre
3456,travailler,4,neutre
3457,temps lectur,4,neutre
3458,répéter maison départ kal noooooo awww totalement manquer soir,4,neutre
3459,crack brew voir,4,neutre
3460,devoir devoir devoir,4,neutre
3461,salle ferai session,4,neutre
3462,aller homme sean,4,neutre
3463,douche tiède,4,neutre
3464,besoin vouloir acheter macbook amour ancien,4,neutre
3465,charmante fatigué,4,neutre
3466,allumer temp ip,4,neutre
3467,plui jardin vraiment,4,neutre
3468,ouch sucrer,4,neutre
3469,quart pourcentage bébé,4,neutre
3470,devoir obtenir hd tivo mettre place soir chaîne,4,neutre
3471,asseoir maison impatier faire classe,4,neutre
3472,devoir travailler,4,neutre
3473,bouche douloureux,4,neutre
3474,attendre,4,neutre
3475,livre regarder,4,neutre
3476,devoir faire tourteau,4,neutre
3477,mal tête,4,neutre
3478,bon coaching talent exceptionnel entraîn coaching exceptionnel bon msu,4,neutre
3479,penser,4,neutre
3480,veux,4,neutre
3481,veux aller dieu,4,neutre
3482,hahahahahah facilement faire glace milo,4,neutre
3483,connaître,4,neutre
3484,dur journée,4,neutre
3485,tweetfinder détest problème plan,4,neutre
3486,lol yeh étudierai stupide semaine anniversaire semain prochain woot,4,neutre
3487,spammeur vérifier tweet,4,neutre
3488,disqu intègre conversation entendre,4,neutre
3489,aller mois sentir vraiment devenir malade,4,neutre
3490,,4,neutre
3491,fatiguer matin great stato jour,4,neutre
3492,matin petit pause partir travail,4,neutre
3493,lancement no grog nice video from pwc,4,neutre
3494,ooh williams sonoma arrivé,4,neutre
3495,,4,neutre
3496,supposer propos,4,neutre
3497,aww prévoyai partir demain ville,4,neutre
3498,aimer détest connaître,4,neutre
3499,agréable voir avoir rejoindre,4,neutre
3500,jamais jour rester,4,neutre
3501,avoir oublier mot passer donner prévenir message spam,4,neutre
3502,heure réveil heure matin,4,neutre
3503,nez congestionner,4,neutre
3504,trembl trembl,4,neutre
3505,pense naître,4,neutre
3506,derrick,4,neutre
3507,tromp coup comprimé vitamine flintstone soooo gooood,4,neutre
3508,légitimement bon policier,4,neutre
3509,entendre,4,neutre
3510,héaher être,4,neutre
3511,oublier dormir,4,neutre
3512,matin besoin sérieux café décent restauration,4,neutre
3513,attendre oakland comprendre chêne,4,neutre
3514,absent bff téléphon,4,neutre
3515,demande stupide besoin manger suppose soupir,4,neutre
3516,wow boîte cri expulsé revenir suppose signifier bon nuit,4,neutre
3517,matin journée,4,neutre
3518,écrire plupart célibataire écrire,4,neutre
3519,retirer jeune fille potin accro,4,neutre
3520,temps supposer gah jour travail,4,neutre
3521,lécher pudding fourchette fruit agréable lentement lamer cuillère,4,neutre
3522,prêt aller ministre réaliser habillé,4,neutre
3523,réveiller moyen agréable,4,neutre
3524,par,4,neutre
3525,simplement crier pouvoir concentrer chanson kilomètre heure,4,neutre
3526,nevader vraiment long pompe essence bon vien gagner machine,4,neutre
3527,bébé rapprocher chose non fait,4,neutre
3528,mal têtenull,4,neutre
3529,lit vouloir faire appeler trop fort,4,neutre
3530,peur voler,4,neutre
3531,ventre,4,neutre
3532,penser intéressant mise jour regretter légèrement voir mis jour,4,neutre
3533,couleur déchiqueter,4,neutre
3534,train travailler prendre petit pause,4,neutre
3535,journée intéressant gentil,4,neutre
3536,tôt,4,neutre
3537,gueul youku veux regarder,4,neutre
3538,oublier téléphoner voiture trop peur,4,neutre
3539,totalement oublier allion faire fisheye jeudi tard colline lol,4,neutre
3540,lèvre boo,4,neutre
3541,aucun chance revenir minute rapide javelot,4,neutre
3542,réveiller heure mal retourner lit ca,4,neutre
3543,aller dormir lily rocki johnathon trop occuper regarder film batman,4,neutre
3544,marcher autour goofy magasin aider indic indic,4,neutre
3545,héroïsme être,4,neutre
3546,nettoyer bureau,4,neutre
3547,emballer sac nuit aller,4,neutre
3548,lire biographie écrire nom erroner darylo,4,neutre
3549,vien voir désolée,4,neutre
3550,papier maison remplie nawal croisénull,4,neutre
3551,pouvoir aller lit prendre pilul,4,neutre
3552,entendre faire annonce essayer mèr,4,neutre
3553,devoir travailler samedi venir tousse,4,neutre
3554,ok dormir heure devoir lancer thèse,4,neutre
3555,goodd nightt doux rêve monde jared neveerr chat kyt lol,4,neutre
3556,temps connai personne,4,neutre
3557,course être venteux vélo option matin,4,neutre
3558,intéressant beaucoup erreur sit documentation,4,neutre
3559,argh iv eaton,4,neutre
3560,zurich sac malodorant,4,neutre
3561,téléphoner désolé,4,neutre
3562,personne essayer cesser supposer bon devoir,4,neutre
3563,regarder arriver travail scolaire suc rentrer lol,4,neutre
3564,oh christian slater essayer tuer,4,neutre
3565,endroit montr vraiment souffr doute beauté demain,4,neutre
3566,,4,neutre
3567,rapidement conquis travail être trop loin recevoir signal numérique w,4,neutre
3568,,4,neutre
3569,ppl rasent sai pleurerai propos,4,neutre
3570,boule bien jour férié,4,neutre
3571,devoir supposer text vien envoyer,4,neutre
3572,interview savoir,4,neutre
3573,imaginer oeil chose,4,neutre
3574,train sentir,4,neutre
3575,trop,4,neutre
3576,michael crichton,4,neutre
3577,mal tête,4,neutre
3578,travailler semaine saint,4,neutre
3579,froid,4,neutre
3580,somme passer frontièr,4,neutre
3581,u nay p n c tr bao nhi u c,4,neutre
3582,froid,4,neutre
3583,boo jour jour,4,neutre
3584,daisy prendre,4,neutre
3585,groupe,4,neutre
3586,oooh tête haut killin wit no lol pensé connaître bon tucker haha,4,neutre
3587,jouer cher danse dire bien dire,4,neutre
3588,partir,4,neutre
3589,bon défi actuel,4,neutre
3590,police international revenir police tweet malayalam,4,neutre
3591,révision étude commercial,4,neutre
3592,genr cool jeter,4,neutre
3593,simple mec danois,4,neutre
3594,acheter billet dernier partenaire flasquer finir bien,4,neutre
3595,haher mba mettre niveau,4,neutre
3596,aawwwww sai vouloir iv jamais être fille sens,4,neutre
3597,super chanceux payon voyage,4,neutre
3598,pari oh wer prolly,4,neutre
3599,franchement décevoir offensé blogueur écrire contre fu pingouin,4,neutre
3600,gooood mooorning passer rêv nuit baiser genou besoin kick stamy strength prêt bournemouth,4,neutre
3601,vien,4,neutre
3602,re newing my twitter,4,neutre
3603,sai jamais rien beaucoup recommandation,4,neutre
3604,non mary faire robe shopping,4,neutre
3605,bonjour arrêter toux prenez triste,4,neutre
3606,léger grossier,4,neutre
3607,bien être totalement milieu champ agir,4,neutre
3608,damn is,4,neutre
3609,bonjour groggy matin,4,neutre
3610,luke worrall,4,neutre
3611,devoir regarder pouvoir effectivement tuer,4,neutre
3612,presque gâté petit partir être terriblement surprendre,4,neutre
3613,lmaooo mornin mentir voyage train tein capuchon,4,neutre
